ロスマリン,-1,-1,1000,名詞,固有名詞,一般,*,*,*,ロスマリン,ロスマリン,ロスマリン
ポリフェノール,-1,-1,1000,名詞,固有名詞,一般,*,*,*,ポリフェノール,ポリフェノール,ポリフェノール
機序,-1,-1,1000,名詞,サ変接続,*,*,*,*,機序,キジョ,キジョ
