Date,Open,High,Low,Close,Volume
2020-05-07,121.45,122.2,121.225,121.52,146748
2020-05-06,123.45,123.45,121.43,121.58,131436
2020-05-05,122.53,122.88,121.78,121.96,124959
2020-05-04,120.25,120.94,119.82,120.7,189496
2020-05-01,121.64,122.23,121.01,121.12,183157
2020-04-30,124.9,125.07,122.97,123.59,265322
2020-04-29,127.66,128.79,127.14,127.86,171098
2020-04-28,126.23,126.93,125.465,125.49,195734
2020-04-27,123.75,124.42,123.25,124.2,160297
2020-04-24,122.75,122.79,121.69,122.56,114119
2020-04-23,122.37,123.27,121.67,121.68,156074
2020-04-22,122.14,122.14,121.11,121.43,181688
2020-04-21,121.45,121.98,120.41,120.67,221722
2020-04-20,122.68,123.17,121.64,121.71,176737
2020-04-17,124.96,124.96,123.52,124.61,180929
2020-04-16,122.0,122.1,120.51,121.83,195371
2020-04-15,124.06,124.06,122.63,122.99,302222
2020-04-14,124.77,125.25,123.7,124.64,297779
2020-04-13,121.75,121.7961,120.18,121.26,154286
